Date,Class,Boat_Size,Piece,Margin_s,Winners,Losers
2018-11-11,Four,4,2018-11-11:1,3,"Aghai, Richards, Stoep, Weiss","Furey, Graves, Moffitt, Wallis"
2018-11-11,Four,4,2018-11-11:2,3,"Aghai, Richards, Stoep, Weiss","Furey, Graves, Moffitt, Wallis"
2018-11-11,Four,4,2018-11-11:3,4,"Aghai, Richards, Stoep, Weiss","Furey, Graves, Moffitt, Wallis"
2018-11-28,Pair,2,2018-11-28:1,3,"DiSanto, Peszek","Landboe, Reed"
2018-11-28,Pair,2,2018-11-28:1,1,"DiSanto, Peszek","Eble, Karwoski"
2018-11-28,Pair,2,2018-11-28:1,14,"DiSanto, Peszek","Harrity, Mead"
2018-11-28,Pair,2,2018-11-28:1,2,"Eble, Karwoski","Landboe, Reed"
2018-11-28,Pair,2,2018-11-28:1,11,"Landboe, Reed","Harrity, Mead"
2018-11-28,Pair,2,2018-11-28:1,13,"Eble, Karwoski","Harrity, Mead"
2018-11-28,Pair,2,2018-11-28:2,1,"Landboe, Reed","DiSanto, Peszek"
2018-11-28,Pair,2,2018-11-28:2,3,"DiSanto, Peszek","Eble, Karwoski"
2018-11-28,Pair,2,2018-11-28:2,1,"DiSanto, Peszek","Harrity, Mead"
2018-11-28,Pair,2,2018-11-28:2,4,"Landboe, Reed","Eble, Karwoski"
2018-11-28,Pair,2,2018-11-28:2,2,"Landboe, Reed","Harrity, Mead"
2018-11-28,Pair,2,2018-11-28:2,2,"Harrity, Mead","Eble, Karwoski"
2018-11-28,Pair,2,2018-11-28:3,10,"DiSanto, Peszek","Eble, Karwoski"
2018-11-28,Pair,2,2018-11-28:3,2,"DiSanto, Peszek","Harrity, Mead"
2018-11-28,Pair,2,2018-11-28:3,10,"Landboe, Reed","Eble, Karwoski"
2018-11-28,Pair,2,2018-11-28:3,2,"Landboe, Reed","Harrity, Mead"
2018-11-28,Pair,2,2018-11-28:3,8,"Harrity, Mead","Eble, Karwoski"
2018-11-30,Pair,2,2018-11-30:1,3,"Mead, Reed","DiSanto, Karwoski"
2018-11-30,Pair,2,2018-11-30:1,13,"Mead, Reed","Harrity, Landboe"
2018-11-30,Pair,2,2018-11-30:1,23,"Mead, Reed","Eble, Peszek"
2018-11-30,Pair,2,2018-11-30:1,10,"DiSanto, Karwoski","Harrity, Landboe"
2018-11-30,Pair,2,2018-11-30:1,20,"DiSanto, Karwoski","Eble, Peszek"
2018-11-30,Pair,2,2018-11-30:1,10,"Harrity, Landboe","Eble, Peszek"
2018-11-30,Pair,2,2018-11-30:2,4,"Mead, Reed","DiSanto, Karwoski"
2018-11-30,Pair,2,2018-11-30:2,14,"Mead, Reed","Harrity, Landboe"
2018-11-30,Pair,2,2018-11-30:2,25,"Mead, Reed","Eble, Peszek"
2018-11-30,Pair,2,2018-11-30:2,10,"DiSanto, Karwoski","Harrity, Landboe"
2018-11-30,Pair,2,2018-11-30:2,21,"DiSanto, Karwoski","Eble, Peszek"
2018-11-30,Pair,2,2018-11-30:2,11,"Harrity, Landboe","Eble, Peszek"
2018-11-30,Pair,2,2018-11-30:3,1,"Mead, Reed","DiSanto, Karwoski"
2018-11-30,Pair,2,2018-11-30:3,15,"Mead, Reed","Harrity, Landboe"
2018-11-30,Pair,2,2018-11-30:3,25,"Mead, Reed","Eble, Peszek"
2018-11-30,Pair,2,2018-11-30:3,14,"DiSanto, Karwoski","Harrity, Landboe"
2018-11-30,Pair,2,2018-11-30:3,24,"DiSanto, Karwoski","Eble, Peszek"
2018-11-30,Pair,2,2018-11-30:3,10,"Harrity, Landboe","Eble, Peszek"
2018-12-05,Four,4,2018-12-05:1,4,"DiSanto, Eble, Harrity, Reed","Landboe, Mead, Peszek, Richards"
2018-12-05,Four,4,2018-12-05:2,10,"DiSanto, Eble, Harrity, Reed","Landboe, Mead, Peszek, Richards"
2018-12-05,Four,4,2018-12-05:3,8,"DiSanto, Eble, Harrity, Reed","Landboe, Mead, Peszek, Richards"
2018-12-05,Pair,2,2018-12-05:1,20,"Clougher, Moffitt","Davis, Wallis"
2018-12-05,Pair,2,2018-12-05:1,20,"Davis, Wallis","Chance, Messner"
2018-12-05,Pair,2,2018-12-05:1,6,"Furey, Weiss","Davis, Wallis"
2018-12-05,Pair,2,2018-12-05:1,29,"Aghai, Stoep","Davis, Wallis"
2018-12-05,Pair,2,2018-12-05:1,40,"Clougher, Moffitt","Chance, Messner"
2018-12-05,Pair,2,2018-12-05:1,14,"Clougher, Moffitt","Furey, Weiss"
2018-12-05,Pair,2,2018-12-05:1,9,"Aghai, Stoep","Clougher, Moffitt"
2018-12-05,Pair,2,2018-12-05:1,26,"Furey, Weiss","Chance, Messner"
2018-12-05,Pair,2,2018-12-05:1,49,"Aghai, Stoep","Chance, Messner"
2018-12-05,Pair,2,2018-12-05:1,23,"Aghai, Stoep","Furey, Weiss"
2018-12-05,Pair,2,2018-12-05:2,19,"Clougher, Moffitt","Davis, Wallis"
2018-12-05,Pair,2,2018-12-05:2,13,"Davis, Wallis","Chance, Messner"
2018-12-05,Pair,2,2018-12-05:2,6,"Furey, Weiss","Davis, Wallis"
2018-12-05,Pair,2,2018-12-05:2,14,"Aghai, Stoep","Davis, Wallis"
2018-12-05,Pair,2,2018-12-05:2,32,"Clougher, Moffitt","Chance, Messner"
2018-12-05,Pair,2,2018-12-05:2,13,"Clougher, Moffitt","Furey, Weiss"
2018-12-05,Pair,2,2018-12-05:2,5,"Clougher, Moffitt","Aghai, Stoep"
2018-12-05,Pair,2,2018-12-05:2,19,"Furey, Weiss","Chance, Messner"
2018-12-05,Pair,2,2018-12-05:2,27,"Aghai, Stoep","Chance, Messner"
2018-12-05,Pair,2,2018-12-05:2,8,"Aghai, Stoep","Furey, Weiss"
2018-12-05,Pair,2,2018-12-05:3,1,"Clougher, Moffitt","Davis, Wallis"
2018-12-05,Pair,2,2018-12-05:3,70,"Davis, Wallis","Chance, Messner"
2018-12-05,Pair,2,2018-12-05:3,10,"Davis, Wallis","Furey, Weiss"
2018-12-05,Pair,2,2018-12-05:3,15,"Davis, Wallis","Aghai, Stoep"
2018-12-05,Pair,2,2018-12-05:3,71,"Clougher, Moffitt","Chance, Messner"
2018-12-05,Pair,2,2018-12-05:3,11,"Clougher, Moffitt","Furey, Weiss"
2018-12-05,Pair,2,2018-12-05:3,16,"Clougher, Moffitt","Aghai, Stoep"
2018-12-05,Pair,2,2018-12-05:3,60,"Furey, Weiss","Chance, Messner"
2018-12-05,Pair,2,2018-12-05:3,55,"Aghai, Stoep","Chance, Messner"
2018-12-05,Pair,2,2018-12-05:3,5,"Furey, Weiss","Aghai, Stoep"
2018-12-07,Four,4,2018-12-07:1,23,"DiSanto, Mead, Peszek, Reed","Eble, Harrity, Landboe, Richards"
2018-12-07,Four,4,2018-12-07:2,20,"DiSanto, Mead, Peszek, Reed","Eble, Harrity, Landboe, Richards"
2018-12-07,Four,4,2018-12-07:3,17,"DiSanto, Mead, Peszek, Reed","Eble, Harrity, Landboe, Richards"
2018-12-07,Pair,2,2018-12-07:1,32,"Clougher, Moffitt","Davis, Stoep"
2018-12-07,Pair,2,2018-12-07:1,31,"Clougher, Moffitt","Chance, Wallis"
2018-12-07,Pair,2,2018-12-07:1,12,"Furey, Moffitt","Davis, Stoep"
2018-12-07,Pair,2,2018-12-07:1,11,"Furey, Moffitt","Chance, Wallis"
2018-12-07,Pair,2,2018-12-07:1,1,"Chance, Wallis","Davis, Stoep"
2018-12-07,Pair,2,2018-12-07:2,2,"Clougher, Weiss","Furey, Moffitt"
2018-12-07,Pair,2,2018-12-07:2,28,"Clougher, Weiss","Davis, Stoep"
2018-12-07,Pair,2,2018-12-07:2,23,"Clougher, Weiss","Chance, Wallis"
2018-12-07,Pair,2,2018-12-07:2,26,"Furey, Moffitt","Davis, Stoep"
2018-12-07,Pair,2,2018-12-07:2,21,"Furey, Moffitt","Chance, Wallis"
2018-12-07,Pair,2,2018-12-07:2,5,"Chance, Wallis","Davis, Stoep"
2018-12-07,Pair,2,2018-12-07:3,6,"Clougher, Weiss","Furey, Moffitt"
2018-12-07,Pair,2,2018-12-07:3,32,"Clougher, Weiss","Davis, Stoep"
2018-12-07,Pair,2,2018-12-07:3,28,"Clougher, Weiss","Chance, Wallis"
2018-12-07,Pair,2,2018-12-07:3,26,"Furey, Moffitt","Davis, Stoep"
2018-12-07,Pair,2,2018-12-07:3,22,"Furey, Moffitt","Chance, Wallis"
2018-12-07,Pair,2,2018-12-07:3,4,"Chance, Wallis","Davis, Stoep"
2018-12-12,Four,4,2018-12-12:1,24,"Aghai, Clougher, Moffitt, Wallis","Furey, Landboe, Mead, Richards"
2018-12-12,Four,4,2018-12-12:1,19,"Dethlefs, Eble, Harrity, Peszek","Aghai, Clougher, Moffitt, Wallis"
2018-12-12,Four,4,2018-12-12:1,32,"DiSanto, Karwoski, Ochal, Reed","Aghai, Clougher, Moffitt, Wallis"
2018-12-12,Four,4,2018-12-12:1,6,"Aghai, Clougher, Moffitt, Wallis","Chance, Davis, Stoep, Weiss"
2018-12-12,Four,4,2018-12-12:1,43,"Dethlefs, Eble, Harrity, Peszek","Furey, Landboe, Mead, Richards"
2018-12-12,Four,4,2018-12-12:1,56,"DiSanto, Karwoski, Ochal, Reed","Furey, Landboe, Mead, Richards"
2018-12-12,Four,4,2018-12-12:1,18,"Chance, Davis, Stoep, Weiss","Furey, Landboe, Mead, Richards"
2018-12-12,Four,4,2018-12-12:1,13,"DiSanto, Karwoski, Ochal, Reed","Dethlefs, Eble, Harrity, Peszek"
2018-12-12,Four,4,2018-12-12:1,25,"Dethlefs, Eble, Harrity, Peszek","Chance, Davis, Stoep, Weiss"
2018-12-12,Four,4,2018-12-12:1,38,"DiSanto, Karwoski, Ochal, Reed","Chance, Davis, Stoep, Weiss"
2018-12-12,Four,4,2018-12-12:2,24,"Aghai, Clougher, Moffitt, Wallis","Furey, Landboe, Mead, Richards"
2018-12-12,Four,4,2018-12-12:2,96,"Aghai, Clougher, Moffitt, Wallis","Dethlefs, Eble, Harrity, Peszek"
2018-12-12,Four,4,2018-12-12:2,87,"Aghai, Clougher, Moffitt, Wallis","DiSanto, Karwoski, Ochal, Reed"
2018-12-12,Four,4,2018-12-12:2,130,"Aghai, Clougher, Moffitt, Wallis","Chance, Davis, Stoep, Weiss"
2018-12-12,Four,4,2018-12-12:2,72,"Furey, Landboe, Mead, Richards","Dethlefs, Eble, Harrity, Peszek"
2018-12-12,Four,4,2018-12-12:2,63,"Furey, Landboe, Mead, Richards","DiSanto, Karwoski, Ochal, Reed"
2018-12-12,Four,4,2018-12-12:2,106,"Furey, Landboe, Mead, Richards","Chance, Davis, Stoep, Weiss"
2018-12-12,Four,4,2018-12-12:2,9,"DiSanto, Karwoski, Ochal, Reed","Dethlefs, Eble, Harrity, Peszek"
2018-12-12,Four,4,2018-12-12:2,34,"Dethlefs, Eble, Harrity, Peszek","Chance, Davis, Stoep, Weiss"
2018-12-12,Four,4,2018-12-12:2,43,"DiSanto, Karwoski, Ochal, Reed","Chance, Davis, Stoep, Weiss"
2018-12-12,Four,4,2018-12-12:3,5,"Furey, Landboe, Mead, Richards","Aghai, Clougher, Moffitt, Wallis"
2018-12-12,Four,4,2018-12-12:3,21,"Dethlefs, Eble, Harrity, Peszek","Aghai, Clougher, Moffitt, Wallis"
2018-12-12,Four,4,2018-12-12:3,26,"DiSanto, Karwoski, Ochal, Reed","Aghai, Clougher, Moffitt, Wallis"
2018-12-12,Four,4,2018-12-12:3,15,"Chance, Davis, Stoep, Weiss","Aghai, Clougher, Moffitt, Wallis"
2018-12-12,Four,4,2018-12-12:3,16,"Dethlefs, Eble, Harrity, Peszek","Furey, Landboe, Mead, Richards"
2018-12-12,Four,4,2018-12-12:3,21,"DiSanto, Karwoski, Ochal, Reed","Furey, Landboe, Mead, Richards"
2018-12-12,Four,4,2018-12-12:3,10,"Chance, Davis, Stoep, Weiss","Furey, Landboe, Mead, Richards"
2018-12-12,Four,4,2018-12-12:3,5,"DiSanto, Karwoski, Ochal, Reed","Dethlefs, Eble, Harrity, Peszek"
2018-12-12,Four,4,2018-12-12:3,6,"Dethlefs, Eble, Harrity, Peszek","Chance, Davis, Stoep, Weiss"
2018-12-12,Four,4,2018-12-12:3,11,"DiSanto, Karwoski, Ochal, Reed","Chance, Davis, Stoep, Weiss"
2018-12-15,Four,4,2018-12-15:1,6,"Chance, Eble, Harrity, Messner","Furey, Mead, Richards, Stoep"
2018-12-15,Four,4,2018-12-15:2,12,"Chance, Eble, Harrity, Messner","Furey, Mead, Richards, Stoep"
2018-12-15,Four,4,2018-12-15:3,7,"Chance, Eble, Harrity, Stoep","Furey, Mead, Messner, Richards"
2018-12-15,Pair,2,2018-12-15:1,1,"DiSanto, Reed","Karwoski, Ochal"
2018-12-15,Pair,2,2018-12-15:1,4,"DiSanto, Reed","Dethlefs, Peszek"
2018-12-15,Pair,2,2018-12-15:1,15,"DiSanto, Reed","Clougher, Moffitt"
2018-12-15,Pair,2,2018-12-15:1,13,"DiSanto, Reed","Aghai, Landboe"
2018-12-15,Pair,2,2018-12-15:1,23,"DiSanto, Reed","Davis, Weiss"
2018-12-15,Pair,2,2018-12-15:1,3,"Karwoski, Ochal","Dethlefs, Peszek"
2018-12-15,Pair,2,2018-12-15:1,14,"Karwoski, Ochal","Clougher, Moffitt"
2018-12-15,Pair,2,2018-12-15:1,12,"Karwoski, Ochal","Aghai, Landboe"
2018-12-15,Pair,2,2018-12-15:1,22,"Karwoski, Ochal","Davis, Weiss"
2018-12-15,Pair,2,2018-12-15:1,11,"Dethlefs, Peszek","Clougher, Moffitt"
2018-12-15,Pair,2,2018-12-15:1,9,"Dethlefs, Peszek","Aghai, Landboe"
2018-12-15,Pair,2,2018-12-15:1,19,"Dethlefs, Peszek","Davis, Weiss"
2018-12-15,Pair,2,2018-12-15:1,2,"Aghai, Landboe","Clougher, Moffitt"
2018-12-15,Pair,2,2018-12-15:1,8,"Clougher, Moffitt","Davis, Weiss"
2018-12-15,Pair,2,2018-12-15:1,10,"Aghai, Landboe","Davis, Weiss"
2018-12-15,Pair,2,2018-12-15:2,42,"DiSanto, Reed","Karwoski, Ochal"
2018-12-15,Pair,2,2018-12-15:2,8,"DiSanto, Reed","Dethlefs, Peszek"
2018-12-15,Pair,2,2018-12-15:2,9,"DiSanto, Reed","Clougher, Moffitt"
2018-12-15,Pair,2,2018-12-15:2,35,"DiSanto, Reed","Aghai, Landboe"
2018-12-15,Pair,2,2018-12-15:2,14,"DiSanto, Reed","Davis, Weiss"
2018-12-15,Pair,2,2018-12-15:2,34,"Dethlefs, Peszek","Karwoski, Ochal"
2018-12-15,Pair,2,2018-12-15:2,33,"Clougher, Moffitt","Karwoski, Ochal"
2018-12-15,Pair,2,2018-12-15:2,7,"Aghai, Landboe","Karwoski, Ochal"
2018-12-15,Pair,2,2018-12-15:2,28,"Davis, Weiss","Karwoski, Ochal"
2018-12-15,Pair,2,2018-12-15:2,1,"Dethlefs, Peszek","Clougher, Moffitt"
2018-12-15,Pair,2,2018-12-15:2,27,"Dethlefs, Peszek","Aghai, Landboe"
2018-12-15,Pair,2,2018-12-15:2,6,"Dethlefs, Peszek","Davis, Weiss"
2018-12-15,Pair,2,2018-12-15:2,26,"Clougher, Moffitt","Aghai, Landboe"
2018-12-15,Pair,2,2018-12-15:2,5,"Clougher, Moffitt","Davis, Weiss"
2018-12-15,Pair,2,2018-12-15:2,21,"Davis, Weiss","Aghai, Landboe"
2018-12-15,Pair,2,2018-12-15:3,10,"DiSanto, Reed","Dethlefs, Peszek"
2018-12-15,Pair,2,2018-12-15:3,3,"DiSanto, Reed","Clougher, Moffitt"
2018-12-15,Pair,2,2018-12-15:3,6,"DiSanto, Reed","Aghai, Landboe"
2018-12-15,Pair,2,2018-12-15:3,12,"DiSanto, Reed","Davis, Weiss"
2018-12-15,Pair,2,2018-12-15:3,10,"Karwoski, Ochal","Dethlefs, Peszek"
2018-12-15,Pair,2,2018-12-15:3,3,"Karwoski, Ochal","Clougher, Moffitt"
2018-12-15,Pair,2,2018-12-15:3,6,"Karwoski, Ochal","Aghai, Landboe"
2018-12-15,Pair,2,2018-12-15:3,12,"Karwoski, Ochal","Davis, Weiss"
2018-12-15,Pair,2,2018-12-15:3,7,"Clougher, Moffitt","Dethlefs, Peszek"
2018-12-15,Pair,2,2018-12-15:3,4,"Aghai, Landboe","Dethlefs, Peszek"
2018-12-15,Pair,2,2018-12-15:3,2,"Dethlefs, Peszek","Davis, Weiss"
2018-12-15,Pair,2,2018-12-15:3,3,"Clougher, Moffitt","Aghai, Landboe"
2018-12-15,Pair,2,2018-12-15:3,9,"Clougher, Moffitt","Davis, Weiss"
2018-12-15,Pair,2,2018-12-15:3,6,"Aghai, Landboe","Davis, Weiss"
2018-12-19,Four,4,2018-12-19:1,2,"Aghai, DiSanto, Mead, Peszek","Eble, Karwoski, Reed, Weiss"
2018-12-19,Four,4,2018-12-19:2,4,"Aghai, DiSanto, Mead, Peszek","Eble, Karwoski, Reed, Weiss"
2018-12-19,Four,4,2018-12-19:3,6,"Aghai, DiSanto, Mead, Peszek","Eble, Karwoski, Reed, Weiss"
2018-12-19,Pair,2,2018-12-19:1,3,"Harrity, Wallis","Clougher, Moffitt"
2018-12-19,Pair,2,2018-12-19:1,44,"Harrity, Wallis","Davis, Messner"
2018-12-19,Pair,2,2018-12-19:1,11,"Harrity, Wallis","Landboe, Richards"
2018-12-19,Pair,2,2018-12-19:1,34,"Harrity, Wallis","Furey, Stoep"
2018-12-19,Pair,2,2018-12-19:1,62,"Harrity, Wallis","Chance, MB"
2018-12-19,Pair,2,2018-12-19:1,41,"Clougher, Moffitt","Davis, Messner"
2018-12-19,Pair,2,2018-12-19:1,8,"Clougher, Moffitt","Landboe, Richards"
2018-12-19,Pair,2,2018-12-19:1,31,"Clougher, Moffitt","Furey, Stoep"
2018-12-19,Pair,2,2018-12-19:1,59,"Clougher, Moffitt","Chance, MB"
2018-12-19,Pair,2,2018-12-19:1,33,"Landboe, Richards","Davis, Messner"
2018-12-19,Pair,2,2018-12-19:1,10,"Furey, Stoep","Davis, Messner"
2018-12-19,Pair,2,2018-12-19:1,18,"Davis, Messner","Chance, MB"
2018-12-19,Pair,2,2018-12-19:1,23,"Landboe, Richards","Furey, Stoep"
2018-12-19,Pair,2,2018-12-19:1,51,"Landboe, Richards","Chance, MB"
2018-12-19,Pair,2,2018-12-19:1,28,"Furey, Stoep","Chance, MB"
2018-12-19,Pair,2,2018-12-19:2,50,"Harrity, Wallis","Davis, Messner"
2018-12-19,Pair,2,2018-12-19:2,6,"Harrity, Wallis","Landboe, Richards"
2018-12-19,Pair,2,2018-12-19:2,28,"Harrity, Wallis","Furey, Stoep"
2018-12-19,Pair,2,2018-12-19:2,54,"Harrity, Wallis","Chance, MB"
2018-12-19,Pair,2,2018-12-19:2,50,"Clougher, Moffitt","Davis, Messner"
2018-12-19,Pair,2,2018-12-19:2,6,"Clougher, Moffitt","Landboe, Richards"
2018-12-19,Pair,2,2018-12-19:2,28,"Clougher, Moffitt","Furey, Stoep"
2018-12-19,Pair,2,2018-12-19:2,54,"Clougher, Moffitt","Chance, MB"
2018-12-19,Pair,2,2018-12-19:2,44,"Landboe, Richards","Davis, Messner"
2018-12-19,Pair,2,2018-12-19:2,22,"Furey, Stoep","Davis, Messner"
2018-12-19,Pair,2,2018-12-19:2,4,"Davis, Messner","Chance, MB"
2018-12-19,Pair,2,2018-12-19:2,22,"Landboe, Richards","Furey, Stoep"
2018-12-19,Pair,2,2018-12-19:2,48,"Landboe, Richards","Chance, MB"
2018-12-19,Pair,2,2018-12-19:2,26,"Furey, Stoep","Chance, MB"
2018-12-19,Pair,2,2018-12-19:3,5,"Clougher, Moffitt","Harrity, Wallis"
2018-12-19,Pair,2,2018-12-19:3,40,"Harrity, Wallis","Davis, Messner"
2018-12-19,Pair,2,2018-12-19:3,2,"Harrity, Wallis","Landboe, Richards"
2018-12-19,Pair,2,2018-12-19:3,27,"Harrity, Wallis","Furey, Stoep"
2018-12-19,Pair,2,2018-12-19:3,48,"Harrity, Wallis","Chance, MB"
2018-12-19,Pair,2,2018-12-19:3,45,"Clougher, Moffitt","Davis, Messner"
2018-12-19,Pair,2,2018-12-19:3,7,"Clougher, Moffitt","Landboe, Richards"
2018-12-19,Pair,2,2018-12-19:3,32,"Clougher, Moffitt","Furey, Stoep"
2018-12-19,Pair,2,2018-12-19:3,53,"Clougher, Moffitt","Chance, MB"
2018-12-19,Pair,2,2018-12-19:3,38,"Landboe, Richards","Davis, Messner"
2018-12-19,Pair,2,2018-12-19:3,13,"Furey, Stoep","Davis, Messner"
2018-12-19,Pair,2,2018-12-19:3,8,"Davis, Messner","Chance, MB"
2018-12-19,Pair,2,2018-12-19:3,25,"Landboe, Richards","Furey, Stoep"
2018-12-19,Pair,2,2018-12-19:3,46,"Landboe, Richards","Chance, MB"
2018-12-19,Pair,2,2018-12-19:3,21,"Furey, Stoep","Chance, MB"
2019-01-18,Pair,2,2019-01-18:1,11,"Karwoski, Mead","DiSanto, Harrity"
2019-01-18,Pair,2,2019-01-18:1,12,"DiSanto, Harrity","Clougher, Ochal"
2019-01-18,Pair,2,2019-01-18:1,14,"DiSanto, Harrity","Eble, Reed"
2019-01-18,Pair,2,2019-01-18:1,17,"DiSanto, Harrity","Dethlefs, Richards"
2019-01-18,Pair,2,2019-01-18:1,11,"Karwoski, Mead","Hack, Peszek"
2019-01-18,Pair,2,2019-01-18:1,23,"Karwoski, Mead","Clougher, Ochal"
2019-01-18,Pair,2,2019-01-18:1,25,"Karwoski, Mead","Eble, Reed"
2019-01-18,Pair,2,2019-01-18:1,28,"Karwoski, Mead","Dethlefs, Richards"
2019-01-18,Pair,2,2019-01-18:1,12,"Hack, Peszek","Clougher, Ochal"
2019-01-18,Pair,2,2019-01-18:1,14,"Hack, Peszek","Eble, Reed"
2019-01-18,Pair,2,2019-01-18:1,17,"Hack, Peszek","Dethlefs, Richards"
2019-01-18,Pair,2,2019-01-18:1,2,"Clougher, Ochal","Eble, Reed"
2019-01-18,Pair,2,2019-01-18:1,5,"Clougher, Ochal","Dethlefs, Richards"
2019-01-18,Pair,2,2019-01-18:1,3,"Eble, Reed","Dethlefs, Richards"
2019-01-18,Pair,2,2019-01-18:2,12,"Karwoski, Mead","DiSanto, Harrity"
2019-01-18,Pair,2,2019-01-18:2,1,"Hack, Peszek","DiSanto, Harrity"
2019-01-18,Pair,2,2019-01-18:2,13,"DiSanto, Harrity","Clougher, Ochal"
2019-01-18,Pair,2,2019-01-18:2,15,"DiSanto, Harrity","Eble, Reed"
2019-01-18,Pair,2,2019-01-18:2,11,"DiSanto, Harrity","Dethlefs, Richards"
2019-01-18,Pair,2,2019-01-18:2,11,"Karwoski, Mead","Hack, Peszek"
2019-01-18,Pair,2,2019-01-18:2,25,"Karwoski, Mead","Clougher, Ochal"
2019-01-18,Pair,2,2019-01-18:2,27,"Karwoski, Mead","Eble, Reed"
2019-01-18,Pair,2,2019-01-18:2,23,"Karwoski, Mead","Dethlefs, Richards"
2019-01-18,Pair,2,2019-01-18:2,14,"Hack, Peszek","Clougher, Ochal"
2019-01-18,Pair,2,2019-01-18:2,16,"Hack, Peszek","Eble, Reed"
2019-01-18,Pair,2,2019-01-18:2,12,"Hack, Peszek","Dethlefs, Richards"
2019-01-18,Pair,2,2019-01-18:2,2,"Clougher, Ochal","Eble, Reed"
2019-01-18,Pair,2,2019-01-18:2,2,"Dethlefs, Richards","Clougher, Ochal"
2019-01-18,Pair,2,2019-01-18:2,4,"Dethlefs, Richards","Eble, Reed"
2019-01-18,Pair,2,2019-01-18:3,14,"Karwoski, Mead","DiSanto, Harrity"
2019-01-18,Pair,2,2019-01-18:3,5,"Hack, Peszek","DiSanto, Harrity"
2019-01-18,Pair,2,2019-01-18:3,3,"Clougher, Ochal","DiSanto, Harrity"
2019-01-18,Pair,2,2019-01-18:3,7,"DiSanto, Harrity","Eble, Reed"
2019-01-18,Pair,2,2019-01-18:3,4,"DiSanto, Harrity","Dethlefs, Richards"
2019-01-18,Pair,2,2019-01-18:3,9,"Karwoski, Mead","Hack, Peszek"
2019-01-18,Pair,2,2019-01-18:3,11,"Karwoski, Mead","Clougher, Ochal"
2019-01-18,Pair,2,2019-01-18:3,21,"Karwoski, Mead","Eble, Reed"
2019-01-18,Pair,2,2019-01-18:3,18,"Karwoski, Mead","Dethlefs, Richards"
2019-01-18,Pair,2,2019-01-18:3,2,"Hack, Peszek","Clougher, Ochal"
2019-01-18,Pair,2,2019-01-18:3,12,"Hack, Peszek","Eble, Reed"
2019-01-18,Pair,2,2019-01-18:3,9,"Hack, Peszek","Dethlefs, Richards"
2019-01-18,Pair,2,2019-01-18:3,10,"Clougher, Ochal","Eble, Reed"
2019-01-18,Pair,2,2019-01-18:3,7,"Clougher, Ochal","Dethlefs, Richards"
2019-01-18,Pair,2,2019-01-18:3,3,"Dethlefs, Richards","Eble, Reed"
2019-01-23,Eight,8,2019-01-23:1,16,"Aghai, Dethlefs, DiSanto, Harrity, Mead, Moffitt, Peszek, Richards","Clougher, Eble, Furey, Hack, Karwoski, Ochal, Reed, Wallis"
2019-01-23,Eight,8,2019-01-23:2,12,"Aghai, Dethlefs, DiSanto, Harrity, Mead, Moffitt, Peszek, Richards","Clougher, Eble, Furey, Hack, Karwoski, Ochal, Reed, Wallis"
2019-01-25,Four,4,2019-01-25:1,18,"Clougher, Furey, Moffitt, Wallis","Chance, Davis, Landboe, Weiss"
2019-01-25,Four,4,2019-01-25:2,15,"Clougher, Furey, Moffitt, Wallis","Chance, Davis, Landboe, Weiss"
2019-01-25,Pair,2,2019-01-25:1,5,"Karwoski, Ochal","Dethlefs, Harrity"
2019-01-25,Pair,2,2019-01-25:1,8,"Karwoski, Ochal","Aghai, Hack"
2019-01-25,Pair,2,2019-01-25:1,9,"Karwoski, Ochal","Mead, Peszek"
2019-01-25,Pair,2,2019-01-25:1,20,"Karwoski, Ochal","DiSanto, Richards"
2019-01-25,Pair,2,2019-01-25:1,3,"Dethlefs, Harrity","Aghai, Hack"
2019-01-25,Pair,2,2019-01-25:1,4,"Dethlefs, Harrity","Mead, Peszek"
2019-01-25,Pair,2,2019-01-25:1,15,"Dethlefs, Harrity","DiSanto, Richards"
2019-01-25,Pair,2,2019-01-25:1,1,"Aghai, Hack","Mead, Peszek"
2019-01-25,Pair,2,2019-01-25:1,12,"Aghai, Hack","DiSanto, Richards"
2019-01-25,Pair,2,2019-01-25:1,11,"Mead, Peszek","DiSanto, Richards"
2019-01-25,Pair,2,2019-01-25:2,8,"Karwoski, Ochal","Dethlefs, Harrity"
2019-01-25,Pair,2,2019-01-25:2,1,"Mead, Peszek","Karwoski, Ochal"
2019-01-25,Pair,2,2019-01-25:2,10,"Karwoski, Ochal","DiSanto, Richards"
2019-01-25,Pair,2,2019-01-25:2,8,"Aghai, Hack","Dethlefs, Harrity"
2019-01-25,Pair,2,2019-01-25:2,9,"Mead, Peszek","Dethlefs, Harrity"
2019-01-25,Pair,2,2019-01-25:2,2,"Dethlefs, Harrity","DiSanto, Richards"
2019-01-25,Pair,2,2019-01-25:2,1,"Mead, Peszek","Aghai, Hack"
2019-01-25,Pair,2,2019-01-25:2,10,"Aghai, Hack","DiSanto, Richards"
2019-01-25,Pair,2,2019-01-25:2,11,"Mead, Peszek","DiSanto, Richards"
2019-01-26,Four,4,2019-01-26:1,9,"Clougher, Davis, Wallis, Weiss","Chance, Furey, Landboe, Moffitt"
2019-01-26,Four,4,2019-01-26:2,18,"Clougher, Davis, Wallis, Weiss","Chance, Furey, Landboe, Moffitt"
2019-01-26,Pair,2,2019-01-26:1,15,"Karwoski, Mead","DiSanto, Reed"
